id,article,highlights
00ddb03229403b968878387f0025db684f0b9682,"(CNN) -- ""Terrorists use Guantanamo Bay prison to recruit new members."" Aasif Mandvi, ""The Daily Show's"" senior correspondent, passionately made this argument as our first guest ever on the weekly CNN podcast ""The Big Three."" Mandvi thinks it's time to close Guantanamo Bay now -- and I couldn't agree with him more. President Obama brought this issue back to the forefront when he renewed his call to close the prison facility. Obama explained at his press conference on Tuesday: ""It is critical for us to understand that Guantanamo is not necessary to keep America safe. ... It hurts us in terms of our international standing. It is a recruiting tool for extremists."" Mandvi echoed President Obama's sentiments that the United States cannot simply hold people indefinitely without affording them the opportunity to answer the charges against them. ""Why can't we try these prisoners in court? We have done that with other terrorists like Timothy McVeigh,"" Mandvi said. Mandvi, who appeared in the Off-Broadway play, ""Guantanamo,"" and can be seen in the soon-to-be-released comedy film, ""The Internship,"" spoke about his discussion with the father of a Guantanamo detainee. The father made a simple plea to Mandvi: ""Try my son in court, and if you find him guilty of being a terrorist, execute him. If not, then let him go."" There are 166 prisoners in the prison. Eighty-six of them have been cleared for release by our government but have still not been set free. Many of these prisoners are on a hunger strike to protest their indefinite detention. In response, prison officials are force-feeding them by inserting tubes through their nasal passages, a practice that the U.N. Human Rights Office declared as torture. Should the U.S. government close Gitmo and put the prisoners not cleared for release on trial? That's the first issue in this week's episode of ""The Big Three,"" which features CNN contributors Margaret Hoover, John Avlon and me. Here is a brief summary of the big three issues we took on: . 1. Guantanamo Bay Prison -- close it now? Our guest, Mandvi, emphatically argued yes. Hoover noted that more than 40 of the prisoners have been deemed too violent to ever be released. Avlon expressed concerns that national security secrets could be released if these prisoners were tried in open court. 2. Is Jason Collins, the NBA player who came out of the closet, the Jackie Robinson of gay athletes?  While all three of us applauded Collins' courage in coming out, we disagreed over its significance when compared to Jackie Robinson. Avlon argued that Robinson was far more important because racism was a much more polarizing issue at the time and also, Robinson was a far superior athlete. We all agreed, though some of the criticism Collins received makes it clear the fight to end homophobia still has a long way to go. 3. Who will voters pick in the congressional special election in South Carolina next week? Mark Sanford, a Republican former governor who famously cheated on his wife by sneaking off to Argentina, or Elizabeth Colbert Busch, a liberal-ish Democrat who is the sister of Comedy Central's Stephen Colbert? Avlon was the moderator of a recent debate between Sanford and Busch. Some were shocked that Busch brought up Sanford's past affair. I'm not shocked. In fact, I think it tells us a great deal about Sanford's character. Avlon argued that many have forgiven Bill Clinton for his escapades, why shouldn't Sanford get a second chance? Hoover noted that the demographics of the district are becoming moderate, which can help Busch win the May 7 election. We would love to hear your thoughts on these issues. To listen to this episode, click on the Soundcloud audio player on this page. Or you can find us on iTunes. The opinions expressed in this commentary are solely those of Dean Obeidallah.","CNN Radio podcast features CNN Opinion contributors on top three stories .
Dean Obeidallah: Our guest, Aasif Mandvi, argues that we should close Gitmo .
Margaret Hoover: Jason Collins was courageous in coming out of the closet .
John Avlon: Why not give Mark Sanford a second chance - even though he had an affair?"
00de294185f9dbece4a827347c4f44f3c9770ed9,"Kiev, Ukraine (CNN) -- Civilians, including women and children, have been killed in an attack on a caravan of refugees in Ukraine's eastern Luhansk region, the Ukrainian military said Monday. The civilians were trying to escape fighting between pro-Russian rebels and the Ukrainian military but were not in an established humanitarian safety corridor when they came under fire, a military representative said. The civilians were being escorted by the Ukrainian military from the towns of Khryaschuvate and Novosvitlivka when they were attacked at 9:40 a.m. local time (2:40 a.m. ET), the Kiev-recognized Luhansk Regional Government said. A government representative confirmed that there had been ""heavy gunfire"" in the area and that the victims had been unable to call for help as mobile phone towers were down. Ukrainian Col. Andriy Lysenko told CNN that ""terrorists"" had attacked the caravan with guns from Russia. Lysenko later told media that preliminary information indicated that the attack had been an ambush. The caravan was almost destroyed, and tens of people were killed, he said. Lysenko said that people had been registering to leave with the caravan for several days before the attack. Ukraine's state information agency reported that Grad launchers and mortars had been fired at those trying to leave the war zone. There had been 25 battles in the past 24 hours, with government forces regaining part of the city of Luhansk, Lysenko said. ""Luhansk is almost fully encircled, and the operation to free it is going on right now,"" he said. The rebels had used Uragan rocket launchers for the first time, Lysenko said. Ukraine on Sunday reported gains against the rebels, saying the army had entered Donetsk and raised the Ukrainian flag in front of the district's police offices. Ukrainian forces also regained control of the strategic town of Yasynuvata in Donetsk in the southeastern part of the country, according to the official Twitter account of President Petro Poroshenko. On Monday, Russian state-run news agency RIA Novosti reported that the self-styled Donetsk People's Republic had announced the death penalty would be introduced ""for the gravest crimes."" Once the war ended, the group would step ""on the path of humanization of the criminal law,"" RIA Novosti quoted a DPR minister as saying, after a meeting of its council Sunday. Humanitarian agencies say thousands of people in the region don't have access to water, electricity and proper medical aid. Ongoing fighting downed power lines and stopped Donetsk city's water treatment plant from working Sunday, the City Council said. The Donetsk City Council announced on its website that the water supply would be cut off starting at 9 p.m. local time (2 p.m. ET). In a new statement Monday, it said the supply remained disrupted, with fighting hindering repairs. Ukrainian officials acknowledged Sunday that a convoy of more than 260 Russian vehicles on the border is, in fact, carrying humanitarian aid, a statement on the Ukrainian Cabinet website said. Ukraine received an inventory of the supplies Saturday, which was signed by the head of the regional International Committee of the Red Cross (ICRC) delegation to Russia. But Col. Lysenko said Monday that failure to reach an agreement on safety with the ICRC had prevented a detailed inspection. The convoy initially sparked fears that Russia was trying to use a humanitarian convoy as a cover for sending in more aid and weapons for pro-Russian rebels in eastern Ukraine, which Russia and the rebels denied. The ongoing fighting -- sparked last year by a political crisis over whether Ukraine would seek closer ties with Europe or Russia -- has left more than 2,000 people dead and just under 5,000 wounded in eastern Ukraine since mid-April, according to estimates from U.N. officials. What's happening in Ukraine? Progress reported in cease-fire talks . The foreign ministers of Ukraine, Russia, Germany and France met in Berlin on Sunday to discuss the crisis in Ukraine. ""We discussed the question of how we can find ways to reach an urgently needed cease-fire in eastern Ukraine,"" German Foreign Minister Frank-Walter Steinmeier said. ""We discussed the question of how we can improve and optimize controls at the Russian-Ukrainian border."" Steinmeir said progress had been made in certain areas and the parties were looking at further talks. Russia's Foreign Ministry released a statement saying the talks focused on ""the earliest possible termination of the hostilities, border control, humanitarian aid delivery to southeastern Ukraine, and creating the conditions for the earliest beginning of the process of political settlement."" ""Some progress was made on all these issues,"" it said. The United States and the European Union have applied steadily increasing sanctions against Russian officials, banks and other interests since March, when Russia annexed the Black Sea Ukrainian peninsula of Crimea. Russia's move came a month after Ukraine's parliament ousted pro-Moscow President Viktor Yanukovych. Yanukovych left office after violent protests against his government in the capital, Kiev. Those protests were motivated in part by his decision to back out of a trade deal with the European Union in favor of closer ties with Russia. Aid or invasion? Question looms as Russian convoy nears Ukraine . Opinion: Why Vladimir Putin isn't going to make peace . CNN's Will Ripley and Victoria Butenko reported from Kiev.","Refugees came under attack in Luhansk on Monday, government officials say .
A military spokesman says ""terrorists"" killed civilians, including women and children .
Col. Andriy Lysenko says government forces have regained part of Luhansk city .
He says pro-Russian rebels used Uragan rocket launchers in fighting for the first time ."
00e0938100e0be74e844d2f0a9fce75444b8ebb7,"(CNN) -- The infiltration of a Middle Eastern terror network by a mole who helped foil a plot to blow up a U.S.-bound plane was a ""phenomenal,"" ""brilliant"" and ""powerful"" success, experts said Wednesday. It's unclear how much of the credit should go to the United States or to Saudi Arabia, for whom sources say the mole was working, but both countries have delivered a practical and psychological setback to al Qaeda in the Arabian Peninsula, analysts on the region said. Western officials describe that affiliate as al Qaeda's most dangerous. ""It's a devastating blow to al Qaeda, though not a fatal one,"" said Juan Zarate, who was deputy national security adviser for combating terrorism under President George W. Bush. ""What this demonstrates is that we have the ability to get on the inside."" And the plot, by the same group that launched a failed attempt to bomb a U.S.-bound airliner on Christmas 2009, demonstrates the continued ""rise of the affiliates,"" he said. ""We have a decimated al Qaeda core -- the al Qaeda of 2001 that we have battled and really dismantled in many ways has metastasized and is now presenting itself in this regional form."" This latest intelligence success marks the deepest known penetration into al Qaeda, said Ali Soufan, a former FBI official who oversaw highly sensitive international terrorism cases. But he noted many intelligence efforts remain secret. ""It's a major success for the CIA and for the intelligence community,"" he said. And, he noted, as in this case with Saudi Arabia, ""overseas most of our work is done in cooperation with friendly services."" Of the al Qaeda affiliate groups trying to carry out terrorist operations today, al Qaeda in the Arabian Peninsula is the closest version to the network Osama bin Laden led, Soufan said. Bruce Riedel, who spent 30 years in the CIA and was a senior adviser on the Middle East to four presidents, said thwarting the bomb plot is ""primarily a Saudi success story"" -- and not their first. ""They foiled the AQAP plot in October 2010 to send bombs to the U.S. on FedEx and UPS planes,"" he noted. That plot was foiled by an informant. Some details remain unknown. This time, Riedel said, Saudi intelligence managed to ""get access to AQAP's plot and actually get the bomb."" Still, thwarting this attack doesn't damage the organization substantially in the big picture, analysts said. ""While this is a good technical success, the harsh reality is that in Yemen, al Qaeda in the Arabian Peninsula is growing, getting more powerful, recruiting more assets and taking advantage of the fact that Yemen is essentially the Humpty Dumpty of the Arabian Peninsula -- it's falling apart, broken,"" said Riedel, now a senior fellow at the Brookings Institution. CNN terrorism analyst Paul Cruickshank added that while it is a ""big intelligence success"" for the United States and Saudi Arabia, ""there's a limit to their success as well."" The operation did not lead intelligence services to Ibrahim al-Asiri, the chief bomb maker for al Qaeda in the Arabian Peninsula, or to the location where he makes the bombs. ""They were able to take out Fahd al-Quso, who's a senior operational planner in the group, but they were not able to take out this very dangerous bomb maker who's ingenious at making bombs,"" Cruickshank noted. Information from the mole led to a CIA drone strike Sunday in Yemen that killed al-Quso, 37, a senior operative of the al Qaeda affiliate. He was a suspect in the 2000 bombing of the USS Cole in Yemen. He was convicted in a Yemeni court but escaped from jail. All the analysts who spoke to CNN expressed concern that a mole's involvement was leaked to the media. ""I think authorities, particularly the CIA, would rather not talk about this right now,"" said Zarate, now a senior adviser on counterterrorism for the Center for Strategic and International Studies. These kinds of sources ""can lead to additional counterterrorism successes or insights,"" he said. ""So the fact that this is now front page news certainly doesn't help."" Soufan, who runs a consultancy group on security issues, said, ""When you're doing operations like this, you have to do whatever you can do to protect sources and methods -- not only of the CIA but also of the other intelligence services that were involved in this. Because down the road they will be hesitant to cooperate with us."" However, Zarate said, there may be a bit of a silver lining in the leak. ""I think what this will do is it will increase the amount of vigilance and mistrust within al Qaeda circles to outsiders. They need outsiders to supplement their ranks and allow them to plot against the West. ... It will create layers of distrust and will create inefficiencies,"" Zarate said.","Analyst: The intelligence success on bomb plot shows ""the ability to get on the inside""
It's ""primarily a Saudi success story,"" another expert says .
Operation did not lead to the terrorist group's chief bomb maker, one analyst says .
The leak that a mole was involved could damage intelligence efforts, experts say ."
00e0afc8576abbd4c3971d1a796f8e8fbcdf7f3c,"Gus Poyet is confident he will still be Sunderland's head coach next season amid fevered speculation over his future. The 46-year-old Uruguayan has been linked with potential vacancies at both West Ham and Southampton in recent days, but has also found himself the subject of rumours that he could walk out of the Stadium of Light because of a power struggle behind the scenes. However, as a remarkable season drew to a close with a 3-1 home defeat by Swansea, crucially with the Black Cats still a Barclays Premier League club, Poyet insisted he was going nowhere. VIDEO Scroll down to watch Poyet: I am so proud of how we finished the season . Believers: Sunderland fans hold a banner for Gus Poyet ahead of Sunderland's final game of the season . To do list: Sunderland have beaten rivals Newcastle twice, been to Wembley and avoided relegation . Staying put: Sunderland manager Gus Poyet expects to still be Sunderland manager at the start of next season . Asked if he expected to be in charge in August, he said: 'Yes,' before adding with a smile: 'You are scaring me now. What do you know that I don't know? 'The rumours are natural, there are so many rumours all the time. But that means you are doing something special or you are being recognised for something, whatever it is. 'It could be the way your team plays, or it could be the achievement that you made or it could be that before, I didn't have on my CV Barclays Premier League experience and now I do in a very difficult situation.' Poyet, who revealed he is in talks with ""three or four"" of the club's 11 out-of-contract and loan players, revealed he had already met owner and chairman Ellis Short to discuss the way forward, and will do so again after a short break, but was adamant there was nothing sinister about those talks. He said: 'Every single manager in the world when he finishes the season has a meeting with the chairman of the football club, winning the league, going down, in the middle, having been named somewhere else, with contract, without contract - it's natural. 'Every now and then when a manager says, ""I need to meet with the chairman to see where we are going"", you all start to think, ""He's leaving"" or ""He's not happy"" or ""There's a problem"", but it's nothing. Get in! Sunderland fans look fired up as the players walk around the pitch to acknowledge the fans on Sunday . 'Yes, I . want to know where we are going, if it's possible not to make the same . mistakes that we have made in the last couple of years because I don't . want to go through another year like this one.' Sunderland ended the season in 14th place after a defeat in which they were up against it from the off. Nathan . Dyer fired Swansea ahead with a deft seventh-minute finish from Wayne . Routledge's pass, and Marvin Emnes doubled their advantage when he span . John O'Shea and blasted home with just 14 minutes gone. Fabio . Borini's 10th goal of the season five minutes after the restart gave . the Black Cats hope, but Wilfried Bony ensured his side left with all . the points with another fine strike. Job done: Poyet applauds the Sunderland crowd after keeping the Black Cats in the Premier League . Swans boss Garry Monk, who was taking charge of his first game since being appointed manager on a permanent basis, was delighted with a performance which ensured his side finished 12th. He knows his honeymoon period will have ended by the time the new campaign starts, but he is relishing the opportunity to test himself once again. Monk said: 'It's been great for me, this past three and a half months, or whatever it's been, has been a learning process and a taste of what is to come. 'But then I guess from next season, I will be judged more harshly on my own merits and every single move that I make. Relishing the opportunity: Swansea manager Garry Monk admits he will be judged more harshly next season . 'But I know that, I accept that and I'm not worried about that. It's how you have to live your life, so I am just looking forward to it. 'I am looking forward to being judged, being doubted. When you have got a point to prove and you have done that your whole career, there's nothing better than trying to prove people wrong.' Monk's first task could be to attempt to keep star men like Bony and Jonjo Shelvey out of the grasp of potential suitors, although that is not something he fears. He said: 'They will be an attraction for everyone. But we are lucky, we are in a position where we don't have to sell anyone, it's up to us.'","Gus Poyet confident he will still be Sunderland manager next season .
Uruguayan has been linked with West Ham and Southampton .
Sunderland boss insists he will stay at the Stadium of Light ."
00e0e7f15a58849ead95c1afd11d9cebf047a848,"Jamie Carragher has labelled Newcastle’s players a disgrace following their 4-0 defeat to Southampton while Gary Neville has described the Magpies squad as ‘letdowns’. Newcastle supporters have grown frustrated with manager Alan Pardew after the club’s disappointing start to the season but Carragher believes the players are to blame. Speaking on Sky Sports' Monday Night Football, Carragher, describing Newcastle’s lacklustre display at St Mary’s said: ‘There’s lots of talk about Alan Pardew but some of those players are a disgrace. Newcastle boss Alan Pardew has failed to stem his side's run of poor results in the Premier League . Jamie Carragher (left) and Gary Neville (right) both think Alan Pardew should be given time at St James' Park . A small section of Newcastle fans held up anti-Alan Pardew banners during their match against Southampton . Three Newcastle fans shout abuse at Alan Pardew during their defeat against Southampton . ‘This isn’t an end of season game. This is four or five games into a season.’ ‘I played against some of these players towards the end of my time with Liverpool. We beat them 6-0 at St James’ Park. The performance is shocking. ‘Fans go there and you all want to see players do great things but you also want to see a bit of graft, a bit of heart, a bit of intensity. ‘For Newcastle to be seen like that now, for the last few years, it’s a disgrace.’ Fellow pundit Neville was just as damming and said: ‘I wouldn’t want to be manager of those players, personally. I really wouldn’t. They’re just a letdown as far as I’m concerned. Gary Neville and Jamie Carragher believe Newcastle's players should be doing more to help Alan Pardew . Asked if Pardew was getting a raw deal at Newcastle, former Manchester United defender Neville replied: ‘I don’t think he’s getting a raw deal. He knows the job, he’s been there four years; it’s a pressurised job. 'Alan Pardew has been around the block and he knows what’s coming if he doesn’t get results’, before adding: ‘It’s not all down to him (Pardew). There’s certain things above him. Have they invested as much as they should for a club of Newcastle’s size with that crowd and that fan base? Probably not. ‘There are a number of things which are factors in what you’re seeing at the moment. You can’t put it all on Pardew.’ Talking of the unrest amongst Newcastle’s fans, Carragher added: ‘Those supporters have turned so far it [Pardew’s position as boss] might become untenable.’","Alan Pardew's side are bottom of the Premier League after four games .
The Newcastle boss is rumoured to be under pressure at St James' Park .
Jamie Carragher and Gary Neville both believe Newcastle's players should take responsibility for their recent poor results ."
00e17a1d97c45423c4139c4cea15180cc2c8b3b9,"(CNN) -- Four former Blackwater private security contractors faced new federal charges on Thursday, the latest chapter in a controversial political and diplomatic case over a deadly 2007 Iraqi War incident. The men were re-indicted by a federal grand jury in Washington on various manslaughter charges related to a shooting that left 17 unarmed Iraqi civilians dead and at least 18 others wounded at Nisur Square in Baghdad. The indictment alleges the men ""unlawfully and intentionally, upon a sudden quarrel and heat of passion, did commit voluntary manslaughter."" The defendants have denied all charges and said they acted in self-defense when fired upon initially by militants. A federal judge in 2008 dismissed the original case, finding the Justice Department withheld key evidence, and violated the guards' rights. But a federal appeals court later reversed that decision, leading the government to seek a fresh indictment. The incident prompted international outrage at the time, and the criminal prosecution in the United States has dragged on for years. 2011: Blackwater founder enters video game business . The killings led Iraq's government to slap limits on security contractors hired by various firms, including Virginia-based Blackwater-- now under new management and known as Academi. ""The vast majority of the U.S. contractors who served in Iraq did so with honor and integrity, but, as alleged today, these defendants abused their power through a relentless attack on unarmed civilians that recklessly exceeded any possible justification,"" said U.S. Attorney Ronald C. Machen Jr. ""This prosecution demonstrates our commitment to upholding the rule of law even in times of war and to bringing justice to the memories of those innocent men, women, and children who were gunned down in Baghdad more than six years ago,"" he said. There was no immediate reaction from attorneys for the men. There was no indication when a new criminal trial would begin. The case is U.S. v. Slough, et al (cr-08-360).","Private security contractors reindicted by grand jury on manslaughter charges .
Case relates to shooting in 2007 that left 17 unarmed Iraqi civilians dead .
Defendants had denied all charges previously, saying they acted in self defense .
Incident prompted international outrage as U.S. prosecution has dragged on for years ."
00e25cd73a0992fca39f7477d0d906b43d7525f6,"City girl: Billie Piper in London earlier this week . She put her wild child past behind her and settled down to a quiet family life in the country. But seven years later, it seems Billie Piper has finally tired of her rural idyll and is moving back to the bright city lights. The 32-year-old actress and her actor husband Laurence Fox, 36, have put their secluded Sussex cottage up for sale and bought a smart townhouse in north London. Miss Piper – who shot to fame playing the companion in Doctor Who and a prostitute in the TV drama Secret Diary of a Call Girl – has been flooded with work after struggling to find roles for several years. She is currently in stage farce Great Britain at London’s National Theatre and recently played a poor Irish immigrant in Sky Atlantic drama Penny Dreadful. Meanwhile Mr Fox – who is best known for starring in ITV detective drama Lewis – is busy recording a music album and made his own West End appearance in Strangers on a Train at the Gielgud theatre. It seems the young couple, who are parents to two sons Winston, five, and Eugene, two, no longer have time to relax in the countryside. When they married in 2007, they settled down in a picturesque, oak-timbered cottage near Midhurst, West Sussex, which they bought for £725,000. They soon learned to appreciate its views of rolling fields, large garden and friendly village pub, and bought a horse called Chutney, two pics named Boris and Barack and three chickens. Mr Fox seemed to appreciate the rustic simplicity even more than his wife. In 2011, he said he loved their ‘boringly normal’ life, adding: ‘I never liked London. I always said I wanted to live in the country. I’m an outdoorsy sort of person; I go fishing, take my dog out to the pub.’ But it seems Miss Piper, who often says she is less laid back than her husband, began to tire of the good life, especially when he had to spend time in Los Angeles looking for acting work. She told an interviewer she began to feel bored in the countryside after the birth of their first son. She said: ‘I did go a bit Sylvia Plath down there. Staring at the condensation on the window and wondering where it comes from. For sale: Piper is getting rid of her country house in West Sussex and moving back to London . ‘Following slugs in the garden that hadn’t moved a foot, and feeling a bit desperate. Laurence was filming when I first had Winston. I’d had an emergency caesarean and I could barely walk. I was alone in the country with a new born baby for three weeks.’ And it seems couple’s elderly neighbours did not immediately warm to the actress thanks to her racy reputation and role in ITV’s Secret Diary of a Call Girl. In 2010, she revealed: ‘A few of the older locals actually believe I’m a whore. They love Laurence because he’s in Lewis — his fan club are in their mid-60s upwards. ‘It’s sickening. They look at me and they are like, “That s***! How could you dirty yourself with her? She’s corrupted you”.’ Girl about town: piper starring asescort Belle in ITV's London-based Secret Diary of a Call Girl . Sci-fi: Piper playing Doctor Who's companion Rose, with John Hurt as the Doctor in the BBC hit . Two years ago, the couple sold their horse after it threw Mr Fox off repeatedly, rehomed the pigs at a nearby farm when they became too big to keep in the garden and gave the chickens to their local pub. Last year, they paid £1.7million for a four-bedroom house in north London. Now they appear to have decided to stay there for good as their acting careers flourish in the capital, putting their Sussex home up for sale with an asking price of £825,000 last month. While she may prefer city life, it appears Miss Piper has not yet adjusted to the busy London traffic. She was recently quizzed by police after she collided with a cyclist while attempting a U-turn in her Volkswagen Golf near their home. She was not arrested or charged.","Billie Piper and husband Laurence Fox have bought a London townhouse .
Couple, who have two sons, are selling their cottage bear Midhurst .
Piper said she began to feel bored of country life after having first child .
Former singer found fame in Doctor Who and Secret Diary of a Call Girl ."
00e2741c0cd0c660fcc241e79a2aedc0af5469e0,"(EW.com) -- As Jay Leno fights for his job, more people are opting to tune into the show that he's expected to lose. ""The Tonight Show"" just hit a seven-week high in total viewers with 3.52 million (his best since the week of January 28-February 1) and a four-week high in the 18-49 demo with 982,000 viewers (his best since February 18-22), according to Nielsen ratings. The ratings bump for the week of March 18-22 came as Leno began taking nightly jabs at his employers — like referring to them as snakes — as news hit that a succession plan was in the works to replace him with Jimmy Fallon. As it now stands, Leno has outranked ""The Late Show with David Letterman"" among 18-49 viewers for the last 18 weeks in a row while topping ""Jimmy Kimmel Live"" for nine of their 11 head-to-head weeks. In total viewers, Leno has averaged more than the Late Show for 22 weeks in a row and ""Jimmy Kimmel Live"" for 11 of 11 weeks. NBC has yet to confirm or comment on the succession plan, other than to say Fallon is getting a fancy new set in New York, where The Tonight Show is expected to move. Though plenty of industry watchers question whether it's the right time to bump Leno, speculation continues that Fallon may start as early as February, after the network's telecast of the Winter Olympics. Leno continued his war of words against NBC on Wednesday, with this joke about the network's Monday lineup. ""'The Voice' and 'Revolution' moved NBC into the No. 2 position. You know what that means? Between Easter and Passover, this is truly the season of miracles. We're number two! We're number two! And I've been saying that for the last week — NBC is a big No. 2. Haven't I been saying that?"" See the original article at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","""The Tonight Show"" hit a seven-week high in total viewers with 3.52 million .
As it now stands, Leno has outranked ""Late Show with David Letterman""
The ratings bump came as Leno began taking nightly jabs at his employer ."
00e2a99fac3d40621d262d9314b50ad94ded0536,"(CNN) -- Two Burmese migrants accused of the brutal murder of two British tourists on a popular tourist island in Thailand last month have retracted their confessions, a lawyer representing them says. Zaw Lin and Win Zaw Htun, who have been in custody since October 1, had admitted to killing David Miller and raping and murdering Hannah Witheridge on Koh Tao, according to Thai police. However the men now say they did so under duress after being physically abused by police, Surapong Kongchantuk, the head of the Lawyers Council of Thailand, which is acting for the two suspects, told CNN Wednesday. Surapong said the men deny the murder and rape charges, and that an official complaint to the justice department of Samui, which has jurisdiction over the island, has been filed. They appealed for fair treatment for the two accused, he added. Thai police could not be immediately reached for a response. The two Britons were found dead on a beach on the island, a popular tourist destination, on September 15. Both were partially undressed with severe injuries to their heads. A hoe with blood on it was found close by, police said. Police Commissioner Gen. Somyot Poompanmuang previously told CNN that DNA in semen taken from Witheridge matched samples taken from the two men. ""The DNA matching result is out already and they matched with DNA found on the female victim,"" he said. Torture claims denied . Reports that the police extracted confessions through torture first surfaced earlier this month, when Burmese media reported that its two nationals had complained to a visiting lawyer attached to the Myanmar embassy. The revelation prompted national police chief Somyot Poompanmuang to hold a press conference in Bangkok to deny allegations his officers had tortured the suspects. Nevertheless, Amnesty International has called for a full, independent investigation into reports of misconduct by police officers. Allegations of torture should be investigated independently, and not by the Thai police, Richard Bennett, Amnesty's Asia-Pacific Program director, told CNN earlier this month. He also said there were questions of due process that had arisen, specifically the absence of legal counsel prior to the confession, and difficulties with interpretation. ""There is a fairly long-standing record of ill-treatment,"" in Thailand, he said. ""Impunity is also a problem. If the investigation shows ill-treatment, those responsible should pay."" The fact that the suspects are migrant workers, many of whom work in Thailand illegally, makes them more vulnerable, he added. Journalist Kiki D in Bangkok contributed to this report.","Burmese migrants who had previously confessed to double murder retract confessions .
Lawyer acting for the two says his clients claim they were physically abused by police .
Police had held a press conference the previous day to deny torturing suspect .
Amnesty International condemns act, calls for independent investigation ."
00e2f25d74e2b6c2db4ddf978f8e1170fd765d82,"By . Darren Boyle . Radcu Prutianu, pictured, stole £30,000 of designer goods from Boots on Oxford Street on his first night renovating the flagship London store . A builder helped himself to £30,000 of designer goods on his first shift when he was hired to renovate Boots on Oxford Street. Raducu Prutianu, 35, even stole steel partitions to sell for scrap metal, Southwark Crown Court heard. The court heard that Prutianu arrived in the UK five years ago from Romania with his wife and two daughters, turning to crime because he was 'at a low ebb'. But the judge Recorder Robert Rhodes QC, was unimpressed and jailed him for two years. He said: 'This was a substantial theft in breach of trust. 'It was the first night that you were working and had no direct relationship with the victim, in this case Boots. 'It was clear that you had carried out two trips - first to take the steel partitions and then stealing spectacles and aftershave valued at over £30,000. 'You were trusted by your employer to work that evening and you breached their trust deliberately.' Prutianu also has convictions for fraud after he conned tourists with street gambling games. On previous occasions he was given community orders and suspended sentences that he breached numerous times. Prutianu from Welling, Kent, pleaded guilty to a single count of theft. Prutianu made two trips from the Boots store on Oxford Street, pictured, first taking steel partitions to sell for scrap before returning for £30,000 worth of aftershave and spectacles . Southwark Crown Court, pictured, heard that Prutianu arrived in Britain five years ago from Romania and turned to crime as he was at 'a low ebb'","Raducu Prutianu was hired to work renovating the flagship London store .
The 35-year-old first stole steel partitions to sell for scrap .
He then returned to steal aftershave and spectacles worth more than £30,000 .
Prutianu came to the UK from Romania five years ago with his wife and children .
Southwark Crown Court heard he had previous convictions for fraud .
He was jailed for two years after pleading guilty to the 'substantial theft'"
00e3fc2a5217a99769fce321775bb8db73cc2737,"By . Daily Mail Reporter . PUBLISHED: . 15:58 EST, 4 September 2013 . | . UPDATED: . 15:58 EST, 4 September 2013 . A Florida man has been arrested for secretly recording illicit videos of a woman who was renting a room in his marital home. The tenant discovered her landlord's perverse scheme when she borrowed his computer and discovered naked pictures of herself stored in a file labeled 'Porn,' as well as a host of nude images of girls as young as age seven, according to the Sun Sentinel. William Anthony Raber, 27, was arrested Saturday and charged with one felony count of video voyeurism and 17 child pornography charges. William Anthony Raber, 27, has been arrested and charged with one felony count of video voyeurism and 17 child pornography charges . He is being held on $162,000 bond. Raber reportedly admitted to using a small black camera to record videos of the tenant, who had been paying $350 a month to live in a room of his home with his wife since mid April. He also admitted to downloading the child pornography. The tenant told police that on Raber's computer, she found four video recordings of herself nude and in the process of getting dressed in her bedroom. She reported her findings to police and then copied the images onto a flash drive as evidence. The Sun Sentinel reports that there were 42 files on the flash drive, including a recording of a young girl engaged in various sex acts with an adult man. The tenant rented out a room in this home in Tamarac, Florida, where Raber lives with his wife .","William Anthony Raber, 27, was arrested .
Saturday and charged with one felony count of video voyeurism and 17 .
child pornography charges .
The tenant discovered her landlord's .
perverse scheme when she borrowed his computer and discovered naked .
pictures of herself stored in a file labeled 'Porn'
She had rented out a room for $350 a month in Raber's marital home .
Raber reportedly admitted to using a hidden camera to capture recordings of the tenant ."
